Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,LONGITUDE,LATITUDE
82642,07/12/18,Trash - Curbside/Alley Missed Pickup,cust says missed,5936 woodland hills dr,37211.0,RED RIVER,4402,4.0,1751573.93558684,620216.092446042,-86.73368818439334,36.0349600205996
82654,07/12/18,Trash - Curbside/Alley Missed Pickup,"The entire street was missed between Nebraska and Wyoming even after receiving email reminder:
This message is to inform you that your recycle material is scheduled to be picked up on Wednesday, July 11, 2018.

Thank you!",134 51st Ave,37209.0,WASTE IND,2306,24.0,1718142.77684547,660080.107068041,-86.84792202170733,36.14372241228315
82661,07/12/18,Trash - Curbside/Alley Missed Pickup,missed for 4 weeks straight...there is a dumpster that belongs to property next door..THIS IS FOR CART SERVICE...THIS PROPERTY IS LAST HOUSE ON RIGHT AT THE END OF RD.,2217 DORTCH AVE,37210.0,WASTE IND,4407,17.0,1748118.59512853,652807.578650612,-86.74621486531159,36.12441600117069
82665,07/12/18,Trash - Curbside/Alley Missed Pickup,MISSED...OTHERS IN AREA MISSED,201 MCCALL ST,37211.0,METRO,9408,16.0,1750936.99284349,643601.436689184,-86.73643752952336,36.09918587599664
82666,07/12/18,Trash - Curbside/Alley Missed Pickup,Missed,1821 CEDAR LN,37212.0,METRO,9402,18.0,1732144.71173777,652072.464368071,-86.80028000000001,36.12204999999996
82668,07/12/18,Trash - Curbside/Alley Missed Pickup,Missed pickup. Please come back!,319 leafland ave,37210.0,WASTE IND,4407,17.0,1748352.07877809,653716.784709483,-86.745447765382,36.12691841879161
82672,07/12/18,Trash - Backdoor,BACKDOOR MISS...FOR THE PAST 2 WEEKS,721 DRUMMOND DR,37211.0,RED RIVER,4303,16.0,1756955.28349749,648578.381703924,-86.71619000000003,36.112979999999936
82673,07/12/18,Trash - Curbside/Alley Missed Pickup,"Curb trash/keeps getting missed, Thursday pick up.",15409 Old Hickory Blvd,37211.0,RED RIVER,4402,4.0,1752557.80614995,621440.70277568,-86.73039156778046,36.03834423769186
82677,07/12/18,Trash - Curbside/Alley Missed Pickup,missed-trash,1007 South St,37203.0,METRO,9407,17.0,1737349.40382276,661066.510490866,-86.78290169789226,36.14687155281201
82681,07/12/18,Trash - Curbside/Alley Missed Pickup,didn't empty all of the cans,1035 archer st b,37203.0,METRO,9407,17.0,1737109.14340013,660306.142867296,-86.78369479748265,36.1447776073295
82686,07/12/18,Trash - Curbside/Alley Missed Pickup,cust says missed,504 FAIRHAVEN CT,37211.0,RED RIVER,4402,27.0,1751620.44630663,623458.973493249,-86.73361309621504,36.04386915624323
82699,07/12/18,Trash - Curbside/Alley Missed Pickup,"just moved in, seems like just missed",509 36th Ave N,37209.0,,,21.0,1724163.70211699,664238.154061168,-86.82765013480811,36.15528572136387
82719,07/13/18,Trash - Curbside/Alley Missed Pickup,Trash/miss Thursday {Alley},1402 Paris Ave,37212.0,METRO,9402,18.0,1734622.44064086,652076.88629093,-86.79189109843044,36.12211751097716
82720,07/13/18,Trash - Curbside/Alley Missed Pickup,Trash collection was missed on 7/12/18 Thursday {Alley},1405 Dallas Ave,37212.0,METRO,9402,18.0,1734535.5335512,652299.898350758,-86.79219145820865,36.1227281767607
82721,07/13/18,Trash - Curbside/Alley Missed Pickup,his and neighbors missed,"5114 Greentree Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,3401,27.0,1750202.27877416,630103.581939061,-86.73857959999998,36.06209249999995
82724,07/13/18,Trash - Curbside/Alley Missed Pickup,cart still out since last night,431 cedarcreek trl,37211.0,RED RIVER,4403,31.0,1760002.99430398,621020.520077421,-86.7052,36.03733999999996
82726,07/13/18,Trash - Curbside/Alley Missed Pickup,Curbside trash/miss Thursday,605 Hays Blackman Loop,37013.0,RED RIVER,3404,30.0,1763766.76470803,628148.728985105,-86.69264084700251,36.05699500700324
82762,07/13/18,Trash - Curbside/Alley Missed Pickup,cart still out been calling misses for weeks need to get on route,"178 Tusculum Rd, Nashville, TN 37013, United States",37013.0,RED RIVER,3404,30.0,1763436.62750999,627410.254678793,-86.69374,36.05495999999995
82764,07/13/18,Trash - Curbside/Alley Missed Pickup,others on the street was missed,5112 greentree dr,37211.0,RED RIVER,3401,27.0,1750181.51952643,630110.109247137,-86.73865000000002,36.06210999999993
82768,07/13/18,Trash - Curbside/Alley Missed Pickup,cart stays on alley,34 n hill st B,37210.0,WASTE IND,4409,17.0,1744081.14740363,660424.523960774,-86.760085482453,36.14525384235707
82769,07/13/18,Trash - Curbside/Alley Missed Pickup,cart missed for last few weeks,3734 john mallette dr,37218.0,RED RIVER,4202,2.0,1720150.44730593,679356.728703864,-86.84168414976419,36.19672058501565
82786,07/13/18,Trash Collection Complaint,"I submitted a request yesterday and the driver left trash all over the yard because the pick-ups are months in between. I need to know where to send an invoice for the cleaning crew. This is the 3rd time the driver has been careless and debris and trash has been left all over the year. Also, I have submitted several request to the supervisor without a single phone call back.",2324 Riverside Dr,37216.0,Metro,,7.0,1754637.20057952,682592.777182948,-86.72489057238452,36.20636778836891
82794,07/13/18,Trash Collection Complaint,cust upset that a red river truck is spilling oil into the street throughout the neighborhood;,553 elaine dr,37211.0,RED RIVER,4302,26.0,1747909.16530574,637440.895480283,-86.74652708443695,36.08220010041997
82800,07/13/18,Trash - Curbside/Alley Missed Pickup,missed...Unit A,2019 sweetbriar ave,37212.0,METRO,9403,18.0,1731044.48052662,653391.110640988,-86.8040418075199,36.125647448601015
82828,07/13/18,Trash - Curbside/Alley Missed Pickup,cust says truck drove by and skipped his trash for the 2nd week in a row,211 bart dr,37013.0,RED RIVER,3404,30.0,1764356.16969463,628281.17325346,-86.69065003673367,36.05737027289211
82835,07/13/18,Trash - Backdoor,cust says missed 2 weeks in a row,280 Clovernook Dr,37210.0,RED RIVER,1504,15.0,1757409.29779708,664629.321557074,-86.71505,36.157079999999965
82851,07/13/18,Trash - Curbside/Alley Missed Pickup,Trash was put curbside night before,928 Elvira Ave B,37216.0,METRO,9505,5.0,1749819.55595758,682597.702300997,-86.74121954658163,36.20628219315702
82859,07/13/18,Trash - Curbside/Alley Missed Pickup,cust says truck drove by w/o pickup up cart,580 castlegate dr,37217.0,RED RIVER,3505,29.0,1787537.2537332,637868.3144165,-86.61243,36.08412999999995
82863,07/13/18,Trash - Curbside/Alley Missed Pickup,missed pick up - pick up on Belmont side of home,1600 ardenwood ct,37215.0,RED RIVER,3302,25.0,1731423.13151568,643676.275445528,-86.80249000000003,36.09896999999998
82871,07/13/18,Trash - Backdoor,backdoor miss trash {Tuesday} needs to emptied. {because trash/was missed 2 green carts are full of garbage}.,337 vailview dr,37207.0,RED RIVER,2202,3.0,1743121.45770898,694993.423590263,-86.76425,36.24018999999996
82887,07/13/18,Trash - Curbside/Alley Missed Pickup,"Not all items were bagged but they were acceptable trash items (large fast food containers, old pillows). Our trash isn't getting picked up regularly, this is the second time I have had to send in a request and there have been several other occasions where it has not gotten picked up.",2705 Hawthorne Pl,37212.0,METRO,9403,18.0,1732557.26513629,652680.686679655,-86.79890000000002,36.12372999999995
82908,07/13/18,Trash - Curbside/Alley Missed Pickup,Missed. Caller states that this is a business and they have been missed every week. Thursday's pickup. {Curb} Call Matt Simms at (615) 467-4545.,110 George L Davis Blvd,37203.0,METRO,9407,19.0,1735554.15555721,664658.933250031,-86.78908,36.15669999999996
82939,07/13/18,Trash - Curbside/Alley Missed Pickup,cust says her cart was missed,4009 tea garden way,37013.0,RED RIVER,3504,33.0,1787761.14320368,631347.29380764,-86.61153441545235,36.06622063267807
82948,07/13/18,Trash - Curbside/Alley Missed Pickup,miss,260 clovernook dr,37210.0,RED RIVER,1504,15.0,1757473.13605634,665524.901602233,-86.71485592015026,36.15954136595507
82950,07/13/18,Damage to Property,Callers states trash collection truck hit mailbox and damaged it severly. Neighbor was a witness.,3520 roundwood forest dr,37013.0,RED RIVER,3504,29.0,1785874.90714831,631691.334670133,-86.61792372297916,36.067133166619264
82951,07/13/18,Trash - Curbside/Alley Missed Pickup,miss,2710 meharry blvd,37208.0,METRO,9304,21.0,1726617.46265606,668437.856191536,-86.81945791518517,36.16687856925158
82959,07/13/18,Trash - Curbside/Alley Missed Pickup,Cart was out on Thursday night. Usually picked up on Fridays. Not sure why I was missed today.,6361 MT VIEW RD,37013.0,RED RIVER,3503,33.0,1794261.48082605,633433.532932474,-86.58958342741164,36.07206111030128
82969,07/13/18,Trash - Curbside/Alley Missed Pickup,Neighbors trash was also not collected,403 Hart Ave,37206.0,METRO,9504,5.0,1745381.93397748,673297.701854044,-86.75601681609166,36.18064292097561
83012,07/14/18,Trash - Curbside/Alley Missed Pickup,Need 1  extra trash container. It was not picked up on Friday. This is causing a mess as dogs are getting into trash.,3032 Mossdale Dr,37013.0,RED RIVER,4503,29.0,1785333.7304473,633191.008308435,-86.61978691438603,36.07124336669352
83019,07/15/18,Trash - Curbside/Alley Missed Pickup,all items were bagged and inside cart,"1504 Elmwood Ave,Nashville,TN 37212,United States",37212.0,METRO,9403,18.0,1734597.32883011,653860.715992744,-86.79202499999997,36.12701699999995
83120,07/16/18,Trash - Curbside/Alley Missed Pickup,Trash miss pickup alley {Friday},415 Hart Ave,37206.0,METRO,9504,5.0,1745413.13306768,673596.102648023,-86.75591891429393,36.18146325786095
83160,07/16/18,Trash - Curbside/Alley Missed Pickup,cart still out,"603 Gailwood Ln, Nashville, TN 37214, United States",37214.0,RED RIVER,2501,14.0,1777928.44330613,664905.044958505,-86.64555159999998,36.15822919999995
83163,07/16/18,Trash - Backdoor,her cart is by street it wasn't picked up friday and she doesn't want it stinking up[ her house,2921 ironwood dr,37214.0,RED RIVER,2501,14.0,1775202.49911919,665993.732025937,-86.65481,36.161169999999935
83182,07/16/18,Trash - Curbside/Alley Missed Pickup,they do not have alley access has to go on street need to get on route,2103 14th ave n,37208.0,METRO,9205,2.0,1729597.96596826,675184.882866542,-86.80955000000002,36.18547999999996
83189,07/16/18,Trash - Curbside/Alley Missed Pickup,There are 5 units at this location and no trash has been picked up for the past 3 Monday's,2005 beech ave,37204.0,,,17.0,1737878.75744734,656134.598477821,-86.78097557023013,36.13333561932598
83216,07/16/18,Trash - Curbside/Alley Missed Pickup,cart still out missed this side of street,"5521 Eulala Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,3406,27.0,1760556.75180608,624554.577370662,-86.70341300000001,36.04705899999994
83217,07/16/18,Trash - Curbside/Alley Missed Pickup,cust says missed,1001 w grove ave,37203.0,METRO,9401,17.0,1736553.33133517,656552.371854459,-86.78547515417642,36.13445407189374
83226,07/16/18,Trash - Curbside/Alley Missed Pickup,Curbside trash/miss last Thursday. Also dead end Ashmont Ct were missed.,5523 Eulala Dr,37211.0,RED RIVER,3406,27.0,1760536.50337254,624493.201172152,-86.70348000000003,36.04688999999995
83236,07/16/18,Trash - Curbside/Alley Missed Pickup,ashmont court missed,"5523 Eulala Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,3406,27.0,1760524.72321901,624499.474429798,-86.70352000000004,36.04690699999996
83267,07/16/18,Trash - Curbside/Alley Missed Pickup,Missed.,2205 Lebanon Pike,37214.0,RED RIVER,1504,15.0,1762829.71283867,667553.545721509,-86.69676000000001,36.16521999999996
83265,07/16/18,Trash - Curbside/Alley Missed Pickup,Curbside Trash missed last Friday.,1012 E Trinity Ln,37216.0,METRO,9507,5.0,1748598.83389494,681789.925440153,-86.74533618541392,36.2040378627401
83275,07/16/18,Trash - Backdoor,cart still out,"3219 Crislynndale Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,2202,3.0,1741057.48584648,694302.549287656,-86.77123010000004,36.238247799999954
83313,07/16/18,Trash - Backdoor,cart missed for 3rd week come get cart is running over,5138 Raywood Ln,37211.0,RED RIVER,3403,27.0,1758352.68695427,627872.660542696,-86.71095,36.056129999999946
83337,07/16/18,Trash - Curbside/Alley Missed Pickup,cart is running over,3034 mossdale dr,37013.0,RED RIVER,4503,29.0,1785289.02830591,633171.062418976,-86.61993774321954,36.07118779764108
83349,07/16/18,Trash - Curbside/Alley Missed Pickup,MISSED,5130 mount view rd,37013.0,RED RIVER,4504,32.0,1773137.9391197,627078.493531362,-86.6609134040966,36.05423309243902
83379,07/16/18,Trash - Curbside/Alley Missed Pickup,MISSED- CALLER IS AT A DEAD END,5135 Hickory Hollow Pkwy,37013.0,RED RIVER,4504,32.0,1771715.3976403,625525.306113639,-86.66569000000003,36.049939999999935
83385,07/16/18,Trash - Backdoor,Backdoor pick up,2921 ironwood dr,37214.0,RED RIVER,2501,14.0,1775202.7402538,665992.901864768,-86.65480916434689,36.16116772403914
83427,07/17/18,Trash - Curbside/Alley Missed Pickup,truck came before 7am,"3373 Hospital Ln, Nashville, TN 37218, United States",37218.0,RED RIVER,4202,1.0,1718407.62431301,675258.284651988,-86.84747019999998,36.18542139999998
83508,07/17/18,Trash - Curbside/Alley Missed Pickup,"When the people pick up my trash, they reach in and grab the top bag or two.  They do not empty the can totally and there is trash accumulating in the bottom of the bin and it smells bad.  Please ask them to dump the bin to remove all the trash.  Thank you!",3611 Meadowbrook Ave,37205.0,METRO,9307,24.0,1723969.35301851,657883.641212122,-86.828126297641,36.137825984554006
83636,07/17/18,Trash Collection Complaint,"Was told the trash/truck would use a plug to keep liquid from spilling onto the ground and this happen again today, Tuesday. Now there's all kinds of liquid/oil and glass on the ground.",701 N 5th Ct,37207.0,METRO,9202,5.0,1743352.28263956,674288.03763262,-86.76292,36.183319999999966
83639,07/17/18,Trash - Backdoor,"Caller has backdoor"" and want to file a complaint trash/men does not get all of the trash/when they have come. They only grab one bag or two and leave the cart half way full and it smells. Tuesday's pickup. {If they stay off there cell phone just maybe they would do there jobs better.",701 N 5th Ct,37207.0,METRO,9202,5.0,1743352.28263956,674288.03763262,-86.76292,36.183319999999966
83644,07/17/18,Trash - Curbside/Alley Missed Pickup,"I've been told by a neighbor that a construction truck was parked in front of mine and a neighbor's garbage bin this morning, I don't know whose it is or why it was there or how long it was there but the neighbor's and my garbage was not picked up.",511 Snyder Ave A,37209.0,RED RIVER,4201,20.0,1714194.15561732,663545.08993545,-86.86139800674734,36.15314562968266
83680,07/17/18,Trash - Curbside/Alley Missed Pickup,DRIVER IS ONLY EMPTYING ONE OF HER TRASH CARTS NEED TO EMPTY BOTH COME BACK AND GET,"3216 Holland Ln, Nashville, TN 37218, United States",37218.0,RED RIVER,4204,1.0,1719865.3833397,673618.209783414,-86.8424828,36.18095089999996
83686,07/17/18,Trash Collection Complaint,Caller says trash crew collected her trash then left cart in the middle of street. This is not the first time it has happened.,141 haynes park dr,37218.0,RED RIVER,3204,1.0,1722362.50182378,684112.719165749,-86.83432502440898,36.2098366392654
83692,07/17/18,Trash Collection Complaint,Caller says that trash collection crew is only taking a few bags out of cart and not completely emptying the cart. This is not the first time this has happened. They have left trash in the cart 3 times prior.,2211 18th ave n,37208.0,METRO,9205,2.0,1728752.33171914,676608.102067981,-86.81245544350396,36.18937015643696
83702,07/17/18,Trash Collection Complaint,"WANTS A CALL BACK  ---dumped trash cart and left trash in cart. after the truck left, there was a bag of trash hanging outside of the cart and another trash bag left inside the cart; cust says it is common for trash to still be left in the cart",331 hancock st,37207.0,METRO,9202,5.0,1742583.53361916,674464.90244304,-86.7655295115088,36.18378933817253
83706,07/17/18,Trash - Curbside/Alley Missed Pickup,Trash not picked up.,2200 24th Ave N,37208.0,METRO,9205,2.0,1727868.33109341,676114.500667763,-86.81543706431926,36.187994100161255
83716,07/17/18,Trash - Curbside/Alley Missed Pickup,missed,3813 boatner dr,37207.0,RED RIVER,3205,2.0,1727281.73789776,686378.679058323,-86.81771539306264,36.216174945693
83724,07/17/18,Trash - Curbside/Alley Missed Pickup,missed,4901 trumpet cir,37218.0,RED RIVER,3204,1.0,1724754.44488444,690753.628454379,-86.82640758927248,36.22813394503408
83726,07/17/18,Trash - Curbside/Alley Missed Pickup,Missed.,"2308 Buchanan St, Nashville, TN 37208, United States",37208.0,METRO,9205,21.0,1727838.8015009,673382.88027422,-86.81546000000003,36.18048999999995
83728,07/17/18,Trash - Curbside/Alley Missed Pickup,miss,416 croley dr,37209.0,RED RIVER,4201,20.0,1711774.52928704,661896.900544923,-86.86954386037927,36.14855945823229
83741,07/17/18,Damage to Property,Caller states neighbors called her at work to let her know the trash collection truck hit her brick mailbox and knocked it in the ditch in front of her home. Caller got home to find the mailbox in the ditch.,754 Moormans Arm Rd,37207.0,RED RIVER,3205,2.0,1727826.96988412,686124.771955631,-86.81586000000003,36.21548999999995
83770,07/18/18,Trash - Curbside/Alley Missed Pickup,cart still out,"501 Longleaf Ct, Nashville, TN 37207, United States",37207.0,RED RIVER,2201,2.0,1741853.496678,688122.019923781,-86.76836650000001,36.22128799999994
83774,07/18/18,Trash - Backdoor,"backdoor/trash missed pick up Tuesday"" Missed often why?",1816 Knowles St,37208.0,METRO,9208,21.0,1729682.03575456,670407.900606729,-86.80913130406374,36.17236010286703
83776,07/18/18,Trash - Curbside/Alley Missed Pickup,"Missed pick up at addresses 14885 and 14881 Old Hickory Blvd which are side by side. Why is trash not being emptied on the day of pickup? Out on time.  Wants carts emptied. If trash/is not pickup then they will have extra bags so cart needs to be emptied. CURB""",14885 old hickory blvd,37013.0,RED RIVER,4403,31.0,1760853.11608307,622885.538203958,-86.70237,36.042479999999934
83783,07/18/18,Trash - Curbside/Alley Missed Pickup,Trash miss often why? Alley cart out and also missed others. Tuesday's pickup,1219 Joseph Ave,37207.0,METRO,9207,5.0,1740957.13234066,677837.70285532,-86.77113047812337,36.19301895647647
83825,07/18/18,Trash - Curbside/Alley Missed Pickup,missed truck,"1219 Preston Dr, Nashville, TN 37206, United States",37206.0,RED RIVER,1202,7.0,1756804.11160404,676476.344842364,-86.7173941,36.18961049999994
83836,07/18/18,Trash - Curbside/Alley Missed Pickup,Trash/cart missed alley pickup. Wednesday. Needs cart emptied.,4021 Utah Ave,37209.0,WASTE IND,2306,24.0,1722104.44006539,660146.933721451,-86.83450705344625,36.14399951845371
83850,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed pick up,4150 farmview dr,37218.0,RED RIVER,3204,1.0,1723950.76448118,689751.70306544,-86.829103521534,36.22536314335749
83854,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed.,"3204 Healy Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,2202,3.0,1739012.14161728,695058.28008769,-86.77818570000001,36.24027919999995
83859,07/18/18,Trash - Curbside/Alley Missed Pickup,this alley missed,884 sharpe ave,37206.0,METRO,9203,5.0,1745647.98180673,676916.863822688,-86.75521000000003,36.19058999999996
83873,07/18/18,Trash Collection Complaint,The lid on the garbage can had been removed somehow and passersby started dumping trash in it including whoever came from metro to fix the wheels on another can...they put the wheels in the can.   The trash collectors did not take this trash during the last collection for some reason.   Please help.  Thanks!  Karen 615-482-0083.,2121 12th Ave S,37204.0,METRO,9401,18.0,1735446.05349895,654689.665218262,-86.78917386584394,36.12931289373275
83877,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed trash,3704 clarksville pike,37218.0,RED RIVER,4202,2.0,1721321.13051492,679976.901415316,-86.8377347598635,36.19845170461702
83890,07/18/18,Trash - Curbside/Alley Missed Pickup,Trash/missed curbside Tuesday,"120 Minnette Ct, Nashville, TN 37207, United States",37207.0,METRO,9206,5.0,1746212.29704088,683137.760845726,-86.75346000000002,36.20768999999995
83912,07/18/18,Damage to Property,"Trash collection truck hit mailbox, denting mailbox so now it won't stay closed also broke post. Has pictures if needed. Please call.",1307 stratford ave,37216.0,RED RIVER,2205,7.0,1754963.25847853,685310.954699829,-86.72385357787608,36.21384091698256
83925,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed.,736 Douglas Ave,37207.0,METRO,9203,5.0,1745416.92509441,677948.905975174,-86.75602000000002,36.19341999999994
83937,07/18/18,Trash - Curbside/Alley Missed Pickup,missed...others in area missed,608 skyview dr,37206.0,RED RIVER,1202,6.0,1752457.72238354,672284.852382293,-86.73201634130733,36.17800849213001
83949,07/18/18,Trash - Curbside/Alley Missed Pickup,missed,2302 eastland ave,37206.0,RED RIVER,1201,6.0,1754595.53585671,673522.502735792,-86.72480410768038,36.18145190055624
83962,07/18/18,Trash - Curbside/Alley Missed Pickup,cart still out,"2015 24th Ave N, Nashville, TN 37208, United States",37208.0,METRO,9205,21.0,1727692.09925859,674693.808088004,-86.81599410000003,36.18408759999996
83976,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed.,608 Skyview Dr C,37206.0,RED RIVER,1202,6.0,1752457.72238354,672284.852382293,-86.73201634130733,36.17800849213001
83986,07/18/18,Trash - Backdoor,backdoor Miss,3520 TRIMBLE RD,37215.0,RED RIVER,3301,34.0,1723356.9773596,642556.765359842,-86.82976000000001,36.09570999999995
83987,07/18/18,Trash - Curbside/Alley Missed Pickup,Trash/been missed often last Friday as well. ALLEY** truck is not coming back to the dead end.,910 w greenwood ave,37206.0,WASTE IND,2509,5.0,1746406.3849202,677014.523352638,-86.75264253923565,36.19087430817717
84011,07/18/18,Trash - Curbside/Alley Missed Pickup,has 4 carts,"2908 Clare Ave, Nashville, TN 37209, United States",37209.0,WASTE IND,3307,21.0,1726029.30503027,666696.860028312,-86.82140090000003,36.16208269999995
84028,07/18/18,Trash Collection Complaint,file complaint trash/men is leaving her cart far away from where it needs to be trash - backdoor,110 Dodge Dr,37210.0,RED RIVER,4303,16.0,1753536.96960503,651264.73734009,-86.72783000000003,36.12028999999996
84033,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed- this is at the dead end.,3716 cedarwood dr,37216.0,RED RIVER,2203,7.0,1759515.79773536,687275.942217843,-86.70847000000003,36.21932999999995
84045,07/18/18,Trash - Backdoor,"missed backdoor pickup..cart is at the backdoor, must go down driveway",2801 delaware ave,37209.0,METRO,9303,21.0,1726718.44826323,664352.91657623,-86.81900000000003,36.15565999999996
84049,07/18/18,Trash Collection Complaint,trash bags was taken out of cart by the crew and place in front of her car on the street,2907 clifton ave,37209.0,WASTE IND,3307,21.0,1725488.18893886,665593.109341224,-86.82320246435093,36.15903832621986
84052,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed.,4454 ashland city hwy,37218.0,RED RIVER,3203,1.0,1712133.00542161,684516.050248345,-86.86901000000003,36.21069999999996
84054,07/18/18,Trash - Curbside/Alley Missed Pickup,Missed several in the area.,4820 fairmeade ct,37218.0,RED RIVER,3203,1.0,1722265.70888359,689539.169594982,-86.83481000000003,36.22473999999995
84059,07/18/18,Trash - Curbside/Alley Missed Pickup,Cart sits on Boview- needs cart emptied.,"3921 Vailwood Dr, Nashville, TN 37215, United States",37215.0,RED RIVER,3304,34.0,1723020.75997417,646753.860271798,-86.8310186,36.10723129999993
84063,07/18/18,Trash - Curbside/Alley Missed Pickup,Garbage did not get picked up today.  Recycling did.,1776 Hillmont Dr,37215.0,RED RIVER,3305,25.0,1729775.53216561,646932.89682678,-86.80815779115127,36.10787849132841
84072,07/18/18,Trash - Curbside/Alley Missed Pickup,Trash bin placed Tuesday night. Not collected as of 6:55 pm Wednesday,554 Old Hickory Blvd,37209.0,RED RIVER,1301,22.0,1696313.92636105,645170.49736506,-86.92137345508655,36.10222511825855
84073,07/18/18,Trash - Curbside/Alley Missed Pickup,Put the trash cans on the curb before heading to work as usual. Was still full at the end of the day. I checked and my neighbors trash (1243 Riverwood) is full as well.,1241 Riverwood Dr,37216.0,RED RIVER,2203,7.0,1757005.73732411,688113.504520449,-86.71699976649239,36.22158046273119
84096,07/19/18,Trash - Curbside/Alley Missed Pickup,cart still out,1303 eastland ave,37206.0,METRO,9503,6.0,1748452.73636236,674379.784300141,-86.74564000000002,36.183679999999946
84102,07/19/18,Trash - Curbside/Alley Missed Pickup,"The whole alley missed for trash/pickup. Wednesday""",2628 Albion St,37208.0,METRO,9303,21.0,1727201.98604606,667817.701293089,-86.81746019067828,36.16518850021641
84147,07/19/18,Trash - Curbside/Alley Missed Pickup,missed both of his trash carts,"404 Normandy Cir, Nashville, TN 37209, United States",37209.0,WASTE IND,2308,24.0,1724418.54964992,661301.664432216,-86.8267029,36.147225399999954
84150,07/19/18,Trash - Curbside/Alley Missed Pickup,missed pick up,3904 granny white pike,37204.0,RED RIVER,3302,25.0,1733629.7936273,646188.353185771,-86.79509000000002,36.10591999999992
84154,07/19/18,Trash - Curbside/Alley Missed Pickup,Team consistently skips the alley between Hermosa and Herman.  They skipped the past three weeks including yesterday.,2207 Hermosa St,37208.0,METRO,9303,21.0,1729107.53478773,667051.401204556,-86.81098343053765,36.16312710529584
84162,07/19/18,Trash - Curbside/Alley Missed Pickup,Cart was out Wed night.,4925 Monterey Dr,37220.0,RED RIVER,2403,26.0,1743697.93311063,633600.094837179,-86.76067721061838,36.07156047127253
84170,07/19/18,Trash - Curbside/Alley Missed Pickup,happening too often,"900 Glendale Ln, Nashville, TN 37204, United States",37204.0,RED RIVER,3302,25.0,1735724.27861625,641421.989110451,-86.78787009999999,36.09287359999995
84179,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed.,905 woodmont blvd,37204.0,RED RIVER,4305,25.0,1737876.9016771,647552.079772348,-86.78075000000001,36.10975999999996
84180,07/19/18,Trash - Curbside/Alley Missed Pickup,NES was working near our house when they missed our pickup,201 Woodmont Cir B,37205.0,RED RIVER,2303,24.0,1720335.00027438,651023.268399489,-86.84023431636352,36.11889604309084
84204,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed.,2813 Delaware Ave A,37209.0,METRO,9303,21.0,1726442.34699178,664239.825532027,-86.81993200000002,36.15534299999993
84211,07/19/18,Trash Collection Complaint,Caller states when trash collection truck picked up trash this morning there was a lot of trash coming out of truck and left on street from 12th Ave S to Belmont Blvd,1209 dallas ave,37212.0,METRO,9402,18.0,1734834.73376356,652251.09820041,-86.79117709033966,36.12260077491438
84215,07/19/18,Trash - Curbside/Alley Missed Pickup,cart still out,439 Lynn Dr,37211.0,RED RIVER,4302,26.0,1745202.82670458,637928.147035061,-86.75569829004868,36.08348150555027
84235,07/19/18,Trash - Curbside/Alley Missed Pickup,"Trash/missed often and does not understand why? It's alley {Wednesday} 
Correct this matter and stop missing her trash/cart for pickup. Out on time.",3637 richland ave,37205.0,METRO,9307,24.0,1724181.08044911,656860.344129986,-86.82738,36.13501999999994
84268,07/19/18,Trash - Backdoor,missed...cart was missed for past 2 weeks..cart is full,225 carden ave,37205.0,RED RIVER,2304,24.0,1723051.67179979,654616.474302635,-86.83114000000002,36.12882999999995
84273,07/19/18,Trash - Curbside/Alley Missed Pickup,CALLER LEFT A MESSAGE WITH PUBLIC FACILITIES METRO HEALTH DEPT.  SHE STATED THAT HER TRASH HAS NOT BEEN PICKED UP FOR 3 WEEKS AND NEEDS TO BE PICKED UP. NO NAME OR NUMBER WAS LEFT ON THE MESSAGE.,225 Carden Ave,37205.0,RED RIVER,2304,24.0,1723051.67179979,654616.474302635,-86.83114000000002,36.12882999999995
84276,07/19/18,Trash - Backdoor,backdoor miss trash {Tuesday} needs to emptied. {because trash/was missed now has 2 green carts are full of garbage}. Emptied carts {file a complaint on the 13th of July. Also missed this Tuesday pickup again. Parent request # 82872 {remove recycle/carts},337 Vailview Dr,37207.0,RED RIVER,2202,3.0,1743121.45770898,694993.423590263,-86.76425,36.24018999999996
84281,07/19/18,Trash - Curbside/Alley Missed Pickup,States that the trash has not been p/u,115 Rose St,37210.0,WASTE IND,4407,16.0,1749415.42442945,652264.033862066,-86.74181000000002,36.12294999999995
84292,07/19/18,Trash - Curbside/Alley Missed Pickup,Curbside trash missed truck already came on both side of road. Thursday,5209 Stallworth Dr,37220.0,RED RIVER,2401,26.0,1745507.59516497,628811.494436525,-86.75442907985526,36.05844479304919
